caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
people know that curb appeal is not a thing to take lightly when remodeling a home .	https://i.pinimg.com/736x/56/39/6a/56396ad15f147e3267c346aef1b99cb6--porch-appeal-curb-appeal.jpg	0	0	0	1	0	0	0	0	0	0	
a baby goat sits in the grass	http://l7.alamy.com/zooms/fcb9a8b8bc0c4fcd89d101fa4ad13c87/a-baby-goat-sits-in-the-grass-ff0tw7.jpg	1	0	1	0	0	0	0	0	0	0	
custom table built for one of our clients .	https://i.pinimg.com/736x/64/19/95/641995566622a2dbf61d04f7689e66b9--farmhouse-style-dining-tables.jpg	0	0	0	1	0	0	0	0	0	0	
stunning castles that are straight out of your dreams	https://i.pinimg.com/736x/3a/89/7b/3a897bb598e7f2d4b1019a4e6a7dc274--the-emerald-emerald-isle.jpg	0	0	0	1	0	0	0	0	0	0	
these are daisies in a deep purple background .	https://i.pinimg.com/736x/6d/ac/c6/6dacc680dfbb937754ce7ad15a1bcac3--purple-backgrounds-still-life-art.jpg	1	0	0	0	1	0	0	0	0	1	
football player and battle for the ball in the air	https://media.gettyimages.com/photos/rotherham-uniteds-alex-revell-and-leyton-orients-scott-cuthbert-for-picture-id853556000?s=612x612	1	0	1	0	0	0	0	0	0	0	
actor arriving at the film premiere of animation film which was held	https://media.gettyimages.com/photos/angelina-jolie-arriving-at-the-uk-film-premiere-of-beowulf-which-was-picture-id77846861?s=612x612	1	0	1	0	1	0	0	0	1	0	
shop hello light up sign .	https://i.pinimg.com/736x/96/69/72/966972f1e3c373ff784c0a5002b5a480.jpg	0	0	0	0	0	0	1	0	0	0	text
a glance in passing photographic collection , 1930s --	https://i.pinimg.com/736x/5e/fb/dc/5efbdca66692d7cd1dad5ed586ecdd8e--new-england-s.jpg	0	0	0	1	1	0	0	1	0	0	
a mix of boho , coastal and glam decor is what you will find on this home tour by industry .	https://i.pinimg.com/736x/85/49/1a/85491a2f37f941b7ee9e414a180cacd6--christmas-home-home-tours.jpg	0	0	0	1	0	0	0	0	0	0	
platinum tiara isolated on a white background	https://media.istockphoto.com/photos/platinum-tiara-isolated-on-a-white-background-picture-id147295786?k=6&m=147295786&s=612x612&w=0&h=i9ek_z6uPsOG_BzQsxfq9qMtUfRoQBEFhpjKU0AaXVg=	1	0	0	0	1	0	0	0	0	1	
the legal confusion over perpendicular parking smart car parking in small space between other cars	http://l7.alamy.com/zooms/4b3525b6d2a44fb8aa2c4e5dcf7a85c3/the-legal-confusion-over-perpendicular-parking-smart-car-parking-in-d4rnmy.jpg	0	0	0	1	0	0	0	0	0	0	
remnants of a medieval wall	http://www.travelsignposts.com/destination/var/albums/Austria/Vienna/Vienna-walking-tour/medieval-vienna_HLP6253.jpg?m=1375418538	1	0	0	0	0	0	0	0	0	0	
patches of snow along the trail	https://static1.squarespace.com/static/54acc4b9e4b017b15a9f362a/t/57fb2f57414fb528b4190bde/1476666444459/october-backpacking-desolation-wilderness-snow	1	0	0	0	0	0	0	0	0	0	
be the sky above you	http://www.wishgetwellsoon.com/wp-content/uploads/2016/05/Be-the-sky-above-you-GETwell2.jpg	0	0	0	0	0	0	1	0	0	0	text
an inch brass reflecting telescope on stand	https://i.pinimg.com/736x/26/85/4f/26854f6c92b06df396faede00052767f--reflecting-telescope-circa.jpg	1	0	0	0	0	0	0	0	0	0	
armed force took part in the first submarine	http://weaponews.com/images/2017/03/13/938c903d6ad03c1614181404a6c31e1a.jpg	0	0	0	1	0	0	0	0	0	0	
actors with actor on the set	https://media.gettyimages.com/photos/actress-barbara-stanwyck-and-husband-actor-robert-taylor-with-actor-picture-id557795943?s=612x612	1	0	0	0	1	0	0	0	1	0	
this eye can be adapted too to a man by erasing the eyelashes on the ends .	https://d1alt1wkdk73qo.cloudfront.net/images/guide/69f6df576b734746973457bfa46f56b6/640x960.jpg	0	0	0	1	0	0	0	0	0	0	
standing tall , person wears a suit and sweater by clothing business with shoes .	https://www.thefashionisto.com/wp-content/uploads/2016/11/Kit-Butler-2016-Editorial-Apollo-Magazine-010.jpg	1	0	0	1	0	0	0	0	0	0	
a no mayo potato salad that is packed with flavor	https://i0.wp.com/www.catchingseeds.com/wp-content/uploads/2015/06/IMG_1043-e1435534907840.jpg	1	0	0	1	0	0	0	0	0	0	
big family sitting on the sofa .	https://image.shutterstock.com/z/stock-vector-big-family-sitting-on-the-sofa-grandfather-grandmother-father-mother-and-children-vector-457311820.jpg	1	0	1	0	0	0	1	0	0	0	text
sparkling bubbles water with a slice of lime .	https://ak7.picdn.net/shutterstock/videos/20330797/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
bottles of rum are displayed inside a shop .	http://mediad.publicbroadcasting.net/p/shared/pmp/styles/medium/pmpshared/201601/5b5cf6ce-5087-4c70-8e86-eb4891b3544e.jpg	1	0	0	0	1	0	1	0	1	0	text
programming language provides a number of functions and operators to manipulate numeric values	http://slideplayer.com/3383472/17/images/49/Numeric+expressions+XSLT+provides+a+number+of+functions+and+operators+to+manipulate+numeric+values+%28actually%2C+XPath+functions%29.jpg	0	0	0	0	0	0	1	0	0	0	text
delicate dandelions with a multicolored background of gentle tones .	https://drscdn.500px.org/photo/213289943/m%3D900_s%3D1_k%3D1_a%3D1/v2?webp=true&v=0&sig=acc4debc1c8b34ebbd2b76f1838b5798f6c8c8a28bde8e1c546444debdb5cbc1	1	0	0	0	1	0	0	0	0	1	
the food court at the top	https://media-cdn.tripadvisor.com/media/photo-s/08/2e/cd/98/st-francis-square-mall.jpg	1	0	0	0	1	0	0	0	1	0	
biological species on a cold winter day	https://ak7.picdn.net/shutterstock/videos/987157/thumb/1.jpg	1	0	0	0	1	0	0	1	0	0	
little dog crawls on the blue carpet in a sunlit room .	https://ak0.picdn.net/shutterstock/videos/7458700/thumb/6.jpg	1	0	1	0	1	0	0	0	1	0	
greetings cards for birthday - i 'm glad you are a part of my life .	https://www.messageswishesgreetings.com/images/name/birthday/naomi/birthday-naomi-46813.jpg	0	0	0	0	0	0	1	0	0	0	text
a small horse grazing on short grass	http://l7.alamy.com/zooms/7ef8ebf25f9549debd2d2d9545d617a3/a-small-horse-grazing-on-short-grass-hmch05.jpg	1	0	1	0	0	0	0	0	0	0	
the building is very beautiful with front gate and also with trees , plants and street light .	https://d1tq208oegmb9e.cloudfront.net/site_photos_image/dbx%3A/urban+project/orange+county/costa+mesa/sea+ridge/Photos/8.jpg	0	1	0	1	0	0	0	0	0	0	
a selection of floppy hats in various colors .	https://thumb10.shutterstock.com/display_pic_with_logo/791821/302488883/stock-photo-a-selection-of-floppy-hats-in-various-colors-302488883.jpg	1	0	0	0	0	0	0	0	0	0	
a skateboarder jumps over an obstacle at an event sponsored by sports equipment business .	https://media.gettyimages.com/photos/skateboarder-jumps-over-an-obstacle-at-paradise-valley-skate-park-at-picture-id110898273?k=6&m=110898273&s=612x612&w=0&h=KPJcdvcCTHcOGq2SQxZZDMKCZXT-N-oYLeQrtxtYq6Y=	0	0	0	0	0	0	1	0	0	0	text
train tracks leading to a darkened sky	http://l7.alamy.com/zooms/7ae28815cf714ba9a339de68779737a8/train-tracks-leading-to-a-darkened-sky-fpbg4b.jpg	1	0	0	0	0	0	0	0	0	0	
consumer product , pattern with heart of white contour of roses on a gray background	https://thumb1.shutterstock.com/display_pic_with_logo/1583618/184963814/stock-vector-greeting-card-wedding-invitation-pattern-with-heart-of-white-contour-of-roses-on-a-gray-184963814.jpg	0	0	0	0	0	0	1	0	0	0	text
person of all about trees cuts down a mango tree from which person , fell tuesday onto a spiked fence .	http://www.trbimg.com/img-51538007/turbine/fl-west-park-tree-fall-folo-20130327-002/600/450x600	1	0	1	1	0	0	0	0	0	0	
i just want to travel the world with no worries	http://cdn-webimages.wimages.net/05132bdb45401182344157e5fa8187940b937d-wm.jpg?v=3	0	0	0	0	0	0	1	0	0	0	text
a model shows a creation .	https://media.gettyimages.com/photos/model-shows-an-elie-saab-haute-couture-ss08-creation-on-january-23-picture-id79208584?k=6&m=79208584&s=612x612&w=0&h=39XN4uHK3ljnPdPv-FpOhngZL22wPnU6jOqG8aN1Ink=	1	0	1	0	0	0	0	0	0	0	
the gold medalist in ice hockey the team	http://l7.alamy.com/zooms/5cde78b8bd23477d91587519dee99074/the-gold-medalist-in-ice-hockey-at-the-11th-winter-olympic-games-in-b9f082.jpg	0	0	0	1	0	0	0	0	0	0	
design your own names of boy waiting on the way	http://writenameonpics.com/images/styles/itm_boy-waiting-on-the-way2014-02-25_18-28-11_1.jpg	0	0	0	0	0	0	1	0	0	0	text
scriptwriter attends premiere during festival .	https://media.gettyimages.com/photos/amy-belk-attends-i-used-to-be-darker-premiere-during-the-2013-film-picture-id159733108	1	0	1	0	1	0	0	1	0	0	
man strikes family members with a machete over brothers affair with wife	http://www.zimdaily.com/zimnews/wp-content/uploads/2013/02/machete658.jpg	0	0	0	1	0	0	0	0	0	0	
seamless pattern of yellow truncated cubes on a blue background .	https://thumb9.shutterstock.com/display_pic_with_logo/4266061/461856766/stock-vector-seamless-pattern-of-yellow-truncated-cubes-on-a-blue-background-vector-eps-461856766.jpg	1	0	0	0	1	0	0	0	0	1	
breakfast - a plate of pastries and croissants	http://l7.alamy.com/zooms/633856c0876843f7ad14e2cc67688ca8/breakfast-a-plate-of-danish-pastries-and-croissants-e7djrw.jpg	1	0	0	1	0	0	0	0	0	0	
english civil parish the sun rises over creek giving a dramatic sky .	http://l7.alamy.com/zooms/01adda96b7094163830ec1909918b3eb/oare-near-faversham-kent-uk-17th-april-2014-the-sun-rises-over-oare-dyg25k.jpg	0	0	0	0	0	1	0	0	0	0	
faces : good boys ... when they 're asleep ... album cover	https://fanart.tv/fanart/music/8c7a8406-f15a-408d-b0f6-23be813bdddc/albumcover/the-best-of-faces-good-boys-when-theyre-asleep-5466091397be9.jpg	0	0	0	0	0	0	1	0	0	0	text
a carousel on the south bank	http://l7.alamy.com/zooms/8d36fe85c7734689b41f900c8530b22e/a-carousel-on-the-south-bank-of-the-river-thames-in-london-fhy8n0.jpg	1	0	0	0	1	0	0	0	1	0	
many people love the rich icing on a christmas cake	https://s-media-cache-ak0.pinimg.com/originals/a9/68/69/a9686944443728f439ddca76c4c6dd57.jpg	0	0	0	1	0	0	0	0	0	0	
person are enjoying the bike because he is exercise and i know he is very healthy beautiful man .	https://i.pinimg.com/736x/6b/a4/91/6ba491551bff3261642b30fa4ac0bb2e--rip-paul-walker-angel-eyes.jpg	0	0	0	1	0	0	0	0	0	0	
person sitting on top of the car - just after liberation .	https://i.pinimg.com/736x/a4/41/4d/a4414d257ba4beaf11d8bfa1ee0bb094--parachute-nice.jpg	0	0	0	0	0	0	1	0	0	0	text
football player of the national football team in action during a practice session for sports association .	https://media.gettyimages.com/photos/mark-viduka-of-the-australian-national-football-team-in-action-during-picture-id53060491?k=6&m=53060491&s=612x612&w=0&h=QL14_mJhSTJBtzXbHnsxlaluG_mJiO7zpW3muS6p8PU=	1	0	0	0	1	0	0	1	0	0	
women wear traditional dresses as they dance during an event .	http://cdn.cnn.com/cnnnext/dam/assets/170308111458-02-international-womens-day-2017-super-169.jpg	1	0	1	0	1	0	0	1	0	0	
person , this reminds me of a christmas song	https://i.pinimg.com/736x/a0/c5/cf/a0c5cf0384b63d94389eeae8c2788b26--batman-room-christmas-jumpers.jpg	0	0	0	1	0	0	0	0	0	0	
celebrity and teen pop artist attend the fashion show during fashion week .	https://media.gettyimages.com/photos/samantha-ronson-and-actress-lindsay-lohan-attend-the-charlotte-ronson-picture-id82689943	1	0	1	0	1	0	0	1	0	0	
a branch of wild red and blue raspberries	https://ak6.picdn.net/shutterstock/videos/17867896/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
water noisily flowing at the water falls where you can see a bended curve made out of rocks	https://ak9.picdn.net/shutterstock/videos/5083619/thumb/1.jpg?i10c=img.resize(height:160)	1	0	0	0	1	0	0	0	1	0	
actor attends the season premiere	https://media.gettyimages.com/photos/actor-corey-hawkins-attends-the-season-six-premiere-of-the-walking-picture-id492060876?s=612x612	1	0	1	0	1	0	0	0	1	0	
country artist attends rehearsal for the tribute evening held .	http://media.gettyimages.com/photos/musician-ronnie-milsap-attends-rehearsal-for-the-ray-charles-tribute-picture-id51372490?k=6&m=51372490&s=612x612&w=0&h=EZlaKBySzpx67JpkHcogoOSFWnBKesCKT41MiQc9_H8=	1	0	1	0	1	0	0	0	1	0	
this particular necklace has a preserved hornet in it .	http://media.galaxant.com/000/438/332/desktop-1447778329.jpg	0	0	0	0	0	1	1	0	0	0	text
actor and celebrity attend a virtual tour	https://media.gettyimages.com/photos/actors-rachel-griffiths-and-chris-hemsworth-attend-a-virtual-tour-of-picture-id632530000?s=612x612	1	0	1	0	0	0	0	0	0	0	
myths about over the knee boots	http://stylishconfidence.com/wp-content/uploads/2017/01/IMG_7931-1024x683.jpg	0	0	0	1	0	0	0	0	0	0	
letter logo in a circle .	https://thumb1.shutterstock.com/display_pic_with_logo/179108744/698186563/stock-vector-ps-letter-logo-in-a-circle-gold-and-silver-colored-vector-design-template-elements-for-your-698186563.jpg	0	0	0	0	0	0	1	0	0	0	text
victorious ships surround the burning hulk of a ship during military conflict	https://i2-prod.walesonline.co.uk/incoming/article10566569.ece/ALTERNATES/s615b/traf.jpg	1	0	1	1	1	0	0	1	0	0	
a plantation of young trees for woodland , flowering wild cherries and others , in protective plastic tubes in springtime	http://c8.alamy.com/comp/KJA0DA/a-plantation-of-young-trees-for-woodland-flowering-wild-cherries-and-KJA0DA.jpg	0	0	0	0	0	0	1	0	0	0	text
a forensic scientist works during a media open day .	http://media.gettyimages.com/photos/forensic-scientist-works-during-a-media-open-day-at-the-uk-sport-drug-picture-id81887831	0	0	0	0	0	0	1	0	0	0	text
emergency services at the scene	https://cdn.images.express.co.uk/img/dynamic/galleries/x701/322338.jpg	1	0	0	0	0	0	0	0	0	0	
slices of watermelon on a plate	https://media.gettyimages.com/photos/slices-of-watermelon-on-a-plate-picture-id522654896?s=612x612	1	0	0	0	0	0	0	0	0	0	
penguins climbing over the wall of ice that has washed up on the shore .	https://photos.smugmug.com/Antarctica/Antarctic-Wildlife/i-2sNGqQK/3/44d8bb98/X2/Penguin%20Ice%20Mountain-X2.jpg	1	0	1	0	0	0	0	0	0	0	
lovers dancing in front of the waterfall	https://media.istockphoto.com/photos/lovers-dancing-in-front-of-the-waterfall-picture-id863354244?k=6&m=863354244&s=612x612&w=0&h=C9mb3cHePtu-ZgXghTX5A7qVYzC-pr3FJUxfXH4aaik=	1	0	1	0	0	0	0	0	0	0	
the flag in the form of a glossy icon .	https://thumb7.shutterstock.com/display_pic_with_logo/342925/121069189/stock-photo-the-bangladesh-flag-in-the-form-of-a-glossy-icon-121069189.jpg	1	0	0	0	1	0	0	0	0	1	
close view to the tip	http://c8.alamy.com/comp/K6NGEE/barnegat-lighthouse-close-view-to-the-tip-of-barnegat-lighthouse-or-K6NGEE.jpg	0	0	0	0	0	0	1	0	0	0	text
poetry book sitting on a chair in soft light from a window	http://l7.alamy.com/zooms/2f70a670f07244f799e21403da722ffb/bible-sitting-on-a-chair-in-soft-light-from-a-window-e8tt81.jpg	1	0	0	0	1	0	0	0	0	1	
the newly renovated home of actors is listing for $8 million .	https://si.wsj.net/public/resources/images/BN-UX518_0908Bl_M_20170831170609.jpg	0	0	0	1	0	0	0	0	0	0	
man pouring wine into glasses at a party	https://ak7.picdn.net/shutterstock/videos/3501857/thumb/1.jpg?i10c=img.resize(height:160)	1	0	1	0	1	0	0	0	1	0	
on the dirt road before it got sticky !	http://andreamichael.com/wp-content/uploads/2017/09/IMG_4132-1024x768.jpg	0	0	0	1	0	0	0	0	0	0	
golfer with a bag of clubs	https://media.istockphoto.com/photos/golfer-with-a-bag-of-clubs-picture-id170633067?k=6&m=170633067&s=612x612&w=0&h=Iu2652HpGm9iMSh4-ZvEQyXmaqwEOCdW6SdL7XPrwRw=	1	0	0	0	0	0	0	0	0	0	
organisation founder throws a pass during warmups prior to the game against american football team .	https://s.yimg.com/ny/api/res/1.2/SLlNg5MiM._3.4JVob7aaQ--/YXBwaWQ9aGlnaGxhbmRlcjtzbT0xO3c9NzI1O2g9NDM3/http://media.zenfs.com/en-US/homerun/cover32_362/7cd72257268f337716ea7f9efce451ff	1	0	1	0	1	0	0	1	0	0	
illustration of a young man playing football	http://c8.alamy.com/comp/KJ7TWE/illustration-of-a-young-man-playing-football-KJ7TWE.jpg	0	0	0	0	0	0	1	0	0	0	text
fashionable girl among the palms for the poster	https://thumb10.shutterstock.com/display_pic_with_logo/458011/618377423/stock-vector-fashionable-girl-among-the-palms-for-the-poster-618377423.jpg	0	0	0	0	0	0	1	0	0	0	text
we write the menu on a board with chalk	https://ak5.picdn.net/shutterstock/videos/23348395/thumb/4.jpg	0	0	0	0	0	0	1	0	0	0	text
football player and battle for the ball in the air	https://media.gettyimages.com/photos/chelseas-ricardo-carvalho-and-fenerbahces-mehmet-aurelio-battle-for-picture-id834330088?s=612x612	1	0	1	0	0	0	0	0	0	0	
canoeing in front of the cottage .	https://odis.homeaway.com/odis/listing/40dab73f-101d-46cf-8b2b-a7050a3e2b69.c10.jpg	0	0	0	1	0	0	0	0	0	0	
ploughing in stubble with a reversible plough	http://c8.alamy.com/comp/BFY484/ploughing-in-stubble-with-a-reversible-plough-on-a-ford-new-holland-BFY484.jpg	0	0	0	0	0	0	1	0	0	0	text
portrait of laughing senior woman on the beach	https://t2.thpservices.com/previewimage/gallage/eca0d5732281f05f5b1bd467fb98067c/wes-raef000530.jpg	1	0	0	0	1	0	0	0	0	1	
the old lady looks out the window .	https://ak7.picdn.net/shutterstock/videos/24694277/thumb/1.jpg	1	0	1	0	0	0	0	0	0	0	
vector silhouettes of different people on a white background .	https://thumb1.shutterstock.com/display_pic_with_logo/140101/184212920/stock-vector-vector-silhouettes-of-different-people-on-a-white-background-184212920.jpg	1	0	0	0	1	0	0	0	0	1	
little border collie puppy begging to get out of a christmas gift	http://c8.alamy.com/comp/KFH64H/little-border-collie-puppy-begging-to-get-out-of-a-christmas-gift-KFH64H.jpg	0	0	0	0	0	0	1	0	0	0	text
r. : spotted at the event .	http://static1.nydailynews.com/polopoly_fs/1.2110818.1423667359!/img/httpImage/image.jpg_gen/derivatives/article_970/463168980.jpg	0	0	0	1	0	0	0	0	0	0	
acrobatic bird upside down on a wire against blue sky .	http://c8.alamy.com/comp/KRJPP5/acrobatic-bird-upside-down-on-a-wire-against-blue-sky-tropical-bird-KRJPP5.jpg	0	0	0	0	0	0	1	0	0	0	text
what a fun card made .	https://i.pinimg.com/736x/22/95/35/22953579dc9c360ac785a35fa3364001--cat-cave-pumpkin-ideas.jpg	0	0	0	0	0	0	1	0	0	0	text
teacher at the table with a globe	https://thumb7.shutterstock.com/display_pic_with_logo/3494432/475430251/stock-vector-teacher-at-the-table-with-a-globe-475430251.jpg	1	0	0	0	0	0	0	0	0	0	
behind my smile there is always something you 'll never understand .	http://farm2.static.flickr.com/1564/24503505176_babba9d328.jpg	0	0	0	1	0	0	0	0	0	0	
horses running on a racetrack .	https://thumb10.shutterstock.com/display_pic_with_logo/3441701/703070023/stock-vector-two-horses-running-on-a-racetrack-703070023.jpg	1	0	1	0	1	0	0	0	1	0	
in the skies aboveconference series , it 's film character !	http://static1.nydailynews.com/polopoly_fs/1.2285934.1436391598!/img/httpImage/image.jpg_gen/derivatives/article_635/snoopy9n-5-web.jpg	1	0	0	0	1	0	0	0	1	0	
slick look : ska artist looked chic in an androgynous striped trouser suit as she went along to the show during event on sunday	https://i.pinimg.com/736x/64/71/02/6471020831a7c01eb92250bcd06ab339--trouser-suits-trousers.jpg	0	0	0	1	0	0	0	0	0	0	
alarm clock on a white background	https://thumb7.shutterstock.com/display_pic_with_logo/171514/171514,1276194370,1/stock-vector-alarm-clock-on-a-white-background-54940720.jpg	1	0	0	0	1	0	0	0	0	1	
footballer controls the ball during the second leg match .	https://i.pinimg.com/736x/e8/c6/46/e8c6463a2a8ce4d54a5f35aa5a7054fa--camp-nou-barcelona-catalonia.jpg	1	0	1	0	1	0	0	1	0	0	
vocal jazz artist performs on stage at festival	https://media.gettyimages.com/photos/singer-anita-oday-performs-on-stage-at-the-north-sea-jazz-festival-on-picture-id104048243?s=612x612	1	0	1	0	1	0	0	0	1	0	
athlete , leads a group of cars through the first turn during event .	https://static2.stuff.co.nz/1275246212/995/3756995.jpg	1	0	1	0	1	0	0	1	1	0	
as the granddaughter of actor and the daughter of person , she was going to be without a doubt a beauty .	https://i.pinimg.com/736x/3f/05/62/3f0562435bb890e1b1b176226280126b--mario-testino-cover-girl.jpg	0	0	0	0	0	0	1	0	0	0	text
spiritual symbols are everywhere in our world !	https://s-media-cache-ak0.pinimg.com/736x/b5/c2/02/b5c2025477097aae968e439ab023d155.jpg	0	0	0	1	0	0	0	0	0	0	
young friends near a window	https://media.istockphoto.com/photos/two-young-friends-near-a-window-picture-id530285315?k=6&m=530285315&s=612x612&w=0&h=ghUmUiqnmBvdse5ftS4sqjvUCSiPqsEKhVz4GY4URL0=	1	0	0	0	0	0	0	0	0	0	
actor and author attend awards .	https://media.gettyimages.com/photos/angelina-jolie-and-loung-ung-attend-the-21st-annual-hollywood-film-picture-id870943046?k=6&m=870943046&s=612x612&w=0&h=OEol4gxW8Z7-rS_QbSPTfALLXDoky-O9h_yroTMMQZc=	1	0	1	0	1	0	0	0	1	0	
beautiful sunlight in a forest	https://media.gettyimages.com/photos/beautiful-sunlight-in-a-forest-picture-id591324353?s=612x612	1	1	0	0	1	0	0	0	1	0	
it 's an urban myth that a department store ever displayed film character in confusion , but it does seem to happen .	https://img.buzzfeed.com/buzzfeed-static/static/2013-11/enhanced/webdr07/17/15/enhanced-buzz-26745-1384718967-18.jpg?downsize=715:*&output-format=auto&output-quality=auto	0	0	0	0	0	1	0	0	0	0	
i 'm in love with the world through the eyes of a girl	http://cdn-webimages.wimages.net/05198e56a66653349459a29b67ffd05208cbc8-wm.jpg?v=3	0	0	0	0	0	0	1	0	0	0	text
what plants need for survival	http://slideplayer.com/4508355/15/images/10/What+plants+need+for+survival.jpg	0	0	0	0	0	0	1	0	0	0	text
flames coming from the roof of a structure and surrounding the chimney	https://ak6.picdn.net/shutterstock/videos/138136/thumb/1.jpg?i10c=img.resize(height:160)	1	0	0	0	1	0	0	0	1	0	
each time person travels to a new city , she takes photographs of herself lying in front of historical and tourist sites , covered with a duvet .	http://chunhuacatherinedong.com/wp-content/uploads/2016/07/I-have-been-There-Chun-Hua-Catherine-Dong-02.jpg	0	0	0	1	0	0	0	0	0	0	
sea water , tourist boats and tropical sand beach during sunrise .	https://ak9.picdn.net/shutterstock/videos/18789599/thumb/1.jpg	1	0	0	0	1	0	0	1	0	0	
person poses in the lobby during fashion week	https://media.gettyimages.com/photos/jane-keltner-poses-in-the-lobby-during-olympus-fashion-week-in-bryant-picture-id71855289?s=612x612	1	0	1	0	1	0	0	1	1	0	
wall with a piece of paper and green grass .	https://thumb9.shutterstock.com/display_pic_with_logo/144766/278473706/stock-vector-wall-with-a-piece-of-paper-and-green-grass-vector-illustration-278473706.jpg	0	0	0	0	0	0	1	0	0	0	text
actor pounds away on his drums at person	http://l7.alamy.com/zooms/574112b9ce784f81bd4a6f4ac6912743/jun-25-2006-west-palm-beach-fl-usa-latin-music-artist-tito-puente-dp3af6.jpg	1	0	1	0	0	0	0	0	0	0	
the diver swims under water	https://ak6.picdn.net/shutterstock/videos/19240636/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
loving couple walking out to the sea at the beach next to their scooter	https://ak2.picdn.net/shutterstock/videos/9772502/thumb/1.jpg?i10c=img.resize(height:160)	1	0	1	0	1	0	0	0	1	0	
fireworks show on the day	https://media-cdn.tripadvisor.com/media/photo-s/08/47/8e/c7/fireworks-show-on-the.jpg	1	0	0	0	1	0	0	1	0	0	
illustration of glasses in a shield .	https://thumb1.shutterstock.com/display_pic_with_logo/163854964/742243444/stock-vector-illustration-of-glasses-in-a-shield-logo-for-security-system-742243444.jpg	1	0	0	0	0	0	0	0	0	0	
relief from the side of a baptismal font .	https://i.pinimg.com/736x/c9/85/8d/c9858d075752b09455c80deb8e3ff9eb--ancient-architecture-celtic-art.jpg	0	0	0	0	0	1	0	0	0	0	
misty night in the park	https://media.istockphoto.com/photos/misty-night-in-the-park-picture-id460588571?k=6&m=460588571&s=612x612&w=0&h=L1sfy8l0oVA6Hxiq7k7mCqCRIZk-vTDbyHpt15WzdP0=	1	0	0	0	1	0	0	0	1	0	
doctors give oxygen to the patient	https://media.istockphoto.com/photos/doctors-give-oxygen-to-the-patient-picture-id849583328?k=6&m=849583328&s=612x612&w=0&h=nVUpRUPu9JRxmjzNLa5OA1MAilMZfQXY_Ksrz2AV-kQ=	1	0	1	0	0	0	0	0	0	0	
thinking about dying my hair this color underneath !	https://i.pinimg.com/736x/d7/23/85/d72385c4c47b822540887661c289116e--dream-hair-haircolor.jpg	0	0	0	1	0	0	0	0	0	0	
isometric icon set of create a bedroom with furniture and accessories to decorate apartments illustration vector	https://us.123rf.com/450wm/ivanmogilevchik/ivanmogilevchik1611/ivanmogilevchik161100079/65229868-isometric-icon-set-of-create-a-bedroom-with-furniture-and-accessories-to-decorate-apartments-illustr.jpg?ver=6	0	0	0	0	0	0	1	0	0	0	text
tourist bus thin line icon for web and mobile minimalistic flat design .	https://us.123rf.com/450wm/rastudio/rastudio1507/rastudio150700516/42341117-tourist-bus-thin-line-icon-for-web-and-mobile-minimalistic-flat-design-vector-white-icon-inside-the-.jpg?ver=6	1	0	0	1	1	0	0	0	0	1	
a woman is traveling on a train .	https://ak2.picdn.net/shutterstock/videos/27739912/thumb/1.jpg	1	0	1	0	1	0	0	0	1	0	
sunny day on a sandy beach located on coast	http://l7.alamy.com/zooms/14445d2807084cf388e6acdfcb7fd7c0/sunny-day-on-a-sandy-beach-located-on-croatias-adriatic-coast-egw095.jpg	0	0	0	1	1	0	0	0	1	0	
peanut butter oatmeal monster cookies with crushed candy canes !	https://i2.wp.com/theyoopergirl.com/wp-content/uploads/2014/12/Peanut-Butter-Oatmeal-Monster-Candy-Cane-Cookies-3.jpg	1	0	0	0	0	0	0	0	0	0	
a boy shares a bench with dogs as floodwaters rise	http://www.abc.net.au/news/image/3816176-3x2-940x627.jpg	1	0	1	0	1	0	0	1	0	0	
downtown skyline at the fountain	http://l7.alamy.com/zooms/64e3fcc623f64bc9a31acaa7a70aebdd/jacksonville-florida-usa-downtown-skyline-at-the-fountain-eefjnb.jpg	1	0	0	0	0	0	0	0	0	0	
fall in love with the person not the gender !	https://i.pinimg.com/736x/06/21/07/0621073d71f6e5ca37993ee5532b8c41--love-kiss-gay-pride.jpg	0	0	0	1	0	0	0	0	0	0	
a general view at night	https://media.gettyimages.com/photos/general-view-of-wembley-stadium-at-night-on-january-17-2007-in-london-picture-id73035841?s=612x612	0	0	0	0	1	0	0	1	0	1	
the beautiful wedding of person .	https://i2.wp.com/www.agrestphotography.com/wp-content/uploads/2013/10/Wedding-of-Amanda-Drew-0240.jpg?resize=620%2C552	0	1	0	1	0	0	0	0	0	0	
from painting artist to - the art of the collections	https://nssdata.s3.amazonaws.com/images/galleries/9743/kandinsky-composition-8(1).jpg	0	0	0	1	0	0	0	0	0	0	
elderly couple sitting on a bench , seen from backside , talking to each other and the senior man carrying a hearing	http://l7.alamy.com/zooms/f40621caf1364445ae5b5d12e9f52455/elderly-couple-sitting-on-a-bench-seen-from-backside-talking-to-each-df3ddr.jpg	1	0	1	0	1	0	0	0	0	1	
clip art of puppet holding in hand a gold key puppet	https://comps.canstockphoto.com/3d-puppet-holding-in-hand-a-gold-key-clip-art_csp2818292.jpg	1	0	1	0	1	0	0	0	0	1	
